Data	Codice articolo	Prezzo	Qta	Ref operazione
17/07/15	1689382	3,95	1	0007/0104/985/2
17/07/15	1689382	3,95	1	0010/0087/9866/4
17/07/15	1691250	20,45	1	0009/0105/7777/1
17/07/15	1695638	2,95	1	0008/0017/4172/2
17/07/15	1695640	2,95	1	0011/0109/3834/13
17/07/15	1695640	2,95	1	0010/0087/9827/4
17/07/15	1695640	2,95	1	0007/0104/971/28
17/07/15	1695640	2,95	1	0007/0104/971/10
17/07/15	1695640	2,95	1	0007/0104/971/23
17/07/15	1695640	2,95	1	0007/0104/971/24
17/07/15	1695640	2,95	1	0007/0104/971/15
17/07/15	1695640	2,95	1	0007/0104/971/6
17/07/15	1695640	2,95	1	0007/0104/971/16
17/07/15	1695640	2,95	1	0007/0104/971/17
17/07/15	1695640	2,95	1	0007/0104/971/19
17/07/15	1695640	2,95	1	0007/0104/971/25
17/07/15	1695640	2,95	1	0007/0104/971/2
17/07/15	1695640	2,95	1	0007/0104/971/3
17/07/15	1695640	2,95	1	0007/0104/971/7
17/07/15	1695640	2,95	1	0007/0104/971/12
17/07/15	1695640	2,95	1	0007/0104/971/27
17/07/15	1695640	2,95	1	0007/0104/971/14
17/07/15	1695640	2,95	1	0007/0104/971/9
17/07/15	1695640	2,95	1	0007/0104/971/11
17/07/15	1695640	2,95	1	0007/0104/971/13
17/07/15	1695640	2,95	1	0007/0104/971/18
17/07/15	1695640	2,95	1	0007/0104/971/22
17/07/15	1695640	2,95	1	0007/0104/971/5
17/07/15	1695640	2,95	1	0007/0104/971/8
17/07/15	1695640	2,95	1	0007/0104/971/21
17/07/15	1695641	2,95	1	0007/0104/971/1
17/07/15	1695641	2,95	1	0007/0104/971/29
17/07/15	1695641	2,95	1	0007/0104/971/4
17/07/15	1695641	2,95	1	0007/0104/971/20
17/07/15	1695641	2,95	1	0007/0104/971/26
17/07/15	1695641	2,95	1	0007/0104/978/2
17/07/15	1695641	2,95	1	0007/0104/978/1
17/07/15	1695641	2,95	1	0007/0104/978/6
17/07/15	1696953	6,95	1	0010/0087/9822/2
17/07/15	1708005	14,95	1	0007/0104/917/8
17/07/15	1712565	9,95	1	0007/0104/960/12
17/07/15	1712565	9,95	1	0007/0104/960/16
17/07/15	1714117	129,95	1	0008/0017/4223/1
17/07/15	1729730	6,95	1	0008/0017/4254/4
17/07/15	1736576	2,95	1	0007/0104/961/1
17/07/15	1744969	9,95	1	0008/0017/4175/1
17/07/15	1746447	1,99	1	0008/0017/4207/4
17/07/15	1746453	2,19	1	0011/0109/3861/8
17/07/15	1746453	2,19	1	0011/0109/3861/11
17/07/15	1750114	5,04	1	0007/0104/880/2/PR186874_1         0
17/07/15	1750114	6,95	1	0007/0104/940/3
17/07/15	1750114	5,04	1	0007/0104/940/5/PR186874_1         0
17/07/15	1750114	5,04	1	0007/0104/940/7/PR186874_1         0
17/07/15	1750114	6,95	1	0007/0104/945/2
17/07/15	1750115	6,49	1	0007/0104/880/3/PR186874_1         0
17/07/15	1750115	6,49	1	0007/0104/940/2/PR186874_1         0
17/07/15	1750115	6,49	1	0007/0104/940/6/PR186874_1         0
17/07/15	1750115	8,95	1	0011/0109/3824/4
17/07/15	1751055	2,65	1	0008/0017/4264/1/MD 3               0
17/07/15	1753247	1,50	1	0007/0104/870/4
17/07/15	1753250	1,50	1	0007/0104/870/3
17/07/15	1753250	1,50	1	0007/0104/870/2
17/07/15	1754328	4,95	1	0011/0109/3861/4
17/07/15	1754830	4,32	1	0007/0104/880/1/PR186874_1         0
17/07/15	1754830	5,95	1	0011/0109/3809/4
17/07/15	1754830	4,32	1	0007/0104/940/1/PR186874_1         0
17/07/15	1754830	4,32	1	0007/0104/940/4/PR186874_1         0
17/07/15	1754830	5,95	1	0007/0104/945/1
17/07/15	1756032	4,95	1	0007/0104/941/3
17/07/15	1756032	4,95	1	0011/0109/3834/1
17/07/15	1761689	3,95	1	0010/0087/9866/3
17/07/15	1761690	4,95	1	0010/0087/9866/2
17/07/15	1761690	4,95	1	0010/0087/9866/1
17/07/15	1770247	2,95	1	0010/0087/9827/7
17/07/15	1770248	2,95	1	0011/0109/3797/2
17/07/15	1773198	20,45	1	0008/0017/4185/1
17/07/15	1774732	4,95	1	0007/0104/901/5
17/07/15	1774732	4,95	1	0008/0017/4231/2
17/07/15	1774732	4,95	1	0010/0087/9849/2
17/07/15	1774732	4,95	1	0010/0087/9856/5
17/07/15	1777340	69,95	1	0009/0105/7782/1
17/07/15	1777362	14,95	1	0011/0109/3856/1
17/07/15	1777848	5,95	1	0011/0109/3872/3
17/07/15	1778876	4,95	1	0008/0017/4204/12
17/07/15	1778876	4,95	1	0007/0104/964/18
17/07/15	1779090	19,95	1	0007/0104/908/5
17/07/15	1779090	19,95	1	0007/0104/908/4
17/07/15	1779331	2,95	1	0007/0104/862/1
17/07/15	1779331	2,95	1	0007/0104/892/3
17/07/15	1779331	2,95	1	0008/0017/4187/1
17/07/15	1779331	2,95	1	0008/0017/4233/1
17/07/15	1779331	2,95	1	0007/0104/964/1
17/07/15	1779332	2,95	1	0007/0104/906/2
17/07/15	1779332	2,95	1	0007/0104/909/1
17/07/15	1779332	2,95	1	0007/0104/946/5
17/07/15	1779332	2,95	1	0011/0109/3837/1
17/07/15	1779333	2,95	1	0007/0104/851/3
17/07/15	1779333	2,95	1	0007/0104/853/1
17/07/15	1779333	2,95	1	0007/0104/867/3
17/07/15	1779333	2,95	1	0008/0017/4170/3
17/07/15	1779333	2,95	1	0008/0017/4173/2
17/07/15	1779333	2,95	1	0008/0017/4173/3
17/07/15	1779333	2,95	1	0008/0017/4176/1
17/07/15	1779333	2,95	1	0008/0017/4241/2
17/07/15	1779333	2,95	1	0007/0104/977/1
17/07/15	1779336	2,95	1	0007/0104/871/3
17/07/15	1779336	2,95	1	0007/0104/871/4
17/07/15	1779336	2,95	1	0007/0104/909/2
17/07/15	1779336	2,95	1	0011/0109/3785/1
17/07/15	1779336	2,95	1	0008/0017/4200/2
17/07/15	1779336	2,95	1	0007/0104/939/1
17/07/15	1779336	2,95	1	0011/0109/3824/2
17/07/15	1779336	2,95	1	0008/0017/4231/1
17/07/15	1779336	2,95	1	0011/0109/3849/3
17/07/15	1779336	2,95	1	0011/0109/3850/2
17/07/15	1779336	2,95	1	0007/0104/973/3
17/07/15	1779336	2,95	1	0007/0104/973/2
17/07/15	1779336	2,95	1	0008/0017/4245/1
17/07/15	1779336	2,95	1	0007/0104/979/1
17/07/15	1779336	2,95	1	0010/0087/9857/1
17/07/15	1779337	2,95	1	0007/0104/894/1
17/07/15	1779337	2,95	1	0008/0017/4173/1
17/07/15	1779337	2,95	1	0011/0109/3778/1
17/07/15	1779337	2,95	1	0006/0087/6357/1
17/07/15	1779337	2,95	1	0007/0104/964/34
17/07/15	1779337	2,95	1	0007/0104/964/3
17/07/15	1779337	2,95	1	0008/0017/4259/1
17/07/15	1779337	2,95	1	0008/0017/4259/2
17/07/15	1781664	2,00	1	0007/0104/964/25
17/07/15	1781682	5,95	1	0007/0104/964/28
17/07/15	1782632	5,00	1	0007/0104/853/2
17/07/15	1785529	9,95	1	0008/0017/4259/14
17/07/15	1786452	1,80	1	0011/0109/3845/1
17/07/15	1787214	4,45	1	0011/0109/3802/5/PR264457_1         0
17/07/15	1787215	4,45	1	0011/0109/3840/8/PR264457_1         0
17/07/15	1787216	4,95	-1	0001/0027/6755/3
17/07/15	1787216	4,95	1	0011/0109/3873/2
17/07/15	1787364	12,95	1	0011/0109/3783/1
17/07/15	1787368	12,95	1	0007/0104/907/1
17/07/15	1787402	12,95	1	0011/0109/3844/1
17/07/15	1787408	12,95	1	0007/0104/907/2
17/07/15	1787447	7,95	1	0007/0104/908/7
17/07/15	1787447	7,95	1	0010/0087/9828/1
17/07/15	1787650	4,95	1	0010/0087/9856/8
17/07/15	1787964	4,95	1	0011/0109/3840/5
17/07/15	1787973	1,95	-1	0001/0027/6755/17
17/07/15	1787973	4,95	1	0011/0109/3873/8
17/07/15	1789328	15,45	1	0011/0109/3837/5
17/07/15	1789626	21,95	1	0010/0087/9857/3
17/07/15	1789626	21,95	1	0011/0109/3883/6
17/07/15	1790261	45,95	1	0010/0087/9846/2
17/07/15	1790438	16,95	1	0007/0104/942/3
17/07/15	1790613	6,95	1	0011/0109/3784/5
17/07/15	1790969	26,45	1	0008/0017/4220/1
17/07/15	1791519	13,95	1	0011/0109/3859/5
17/07/15	1793269	5,45	1	0007/0104/851/1
17/07/15	1793407	6,97	1	0010/0087/9859/3/PR264671_1         0
17/07/15	1793495	9,95	1	0008/0017/4216/2
17/07/15	1794011	24,95	1	0010/0087/9846/3
17/07/15	1794013	24,95	1	0008/0017/4204/10
17/07/15	1794030	46,95	1	0007/0104/894/2
17/07/15	1795372	4,95	1	0011/0109/3784/7
17/07/15	1795500	34,95	1	0007/0104/960/10
17/07/15	1795505	34,95	1	0011/0109/3874/2
17/07/15	1795521	39,95	1	0007/0104/887/5/PR268246_1         0
17/07/15	1795674	19,95	1	0007/0104/956/1
17/07/15	1796031	5,95	1	0010/0087/9862/2
17/07/15	1796686	15,95	1	0007/0104/895/1
17/07/15	1796805	5,95	1	0007/0104/897/2
17/07/15	1797511	4,95	1	0011/0109/3865/1
17/07/15	1799392	6,95	1	0007/0104/932/1
17/07/15	1799475	5,95	1	0007/0104/906/1
17/07/15	1800739	9,95	1	0011/0109/3883/5/PR194208_1         0
17/07/15	1800741	9,95	1	0007/0104/941/1
17/07/15	1801577	15,95	1	0010/0087/9856/22
17/07/15	1801604	17,95	1	0008/0017/4230/4
17/07/15	1801606	17,95	-1	0001/0027/6747/1
17/07/15	1801674	9,95	1	0007/0104/869/3
17/07/15	1801675	7,45	1	0007/0104/914/2/PR227170_1         0
17/07/15	1801677	7,45	1	0007/0104/914/1/PR227170_1         0
17/07/15	1801831	19,95	1	0007/0104/932/5
17/07/15	1801833	19,95	1	0007/0104/932/6
17/07/15	1801842	17,95	1	0011/0109/3801/2
17/07/15	1801920	15,45	-1	0001/0027/6768/1
17/07/15	1801957	15,45	1	0007/0104/917/5
17/07/15	1801960	15,45	1	0010/0087/9848/1
17/07/15	1802624	4,45	1	0010/0087/9867/2
17/07/15	1803246	7,95	1	0009/0105/7776/2
17/07/15	1803249	7,95	1	0007/0104/862/3
17/07/15	1803674	7,95	1	0007/0104/946/4
17/07/15	1803946	8,95	1	0007/0104/960/25
17/07/15	1803962	8,95	1	0007/0104/960/26
17/07/15	1803962	8,95	1	0007/0104/960/27
17/07/15	1805369	5,50	1	0008/0017/4243/15/PR268946_1         0
17/07/15	1805372	6,45	1	0011/0109/3815/9
17/07/15	1805372	5,50	1	0008/0017/4243/13/PR268946_1         0
17/07/15	1806193	1,95	1	0011/0109/3815/8
17/07/15	1806194	1,95	1	0011/0109/3815/7
17/07/15	1806198	7,95	1	0011/0109/3777/1
17/07/15	1806999	15,95	1	0007/0104/908/2
17/07/15	1809072	54,95	1	0008/0017/4183/1
17/07/15	1810038	8,95	1	0011/0109/3873/3
17/07/15	1810702	4,95	1	0007/0104/989/6
17/07/15	1810703	4,95	1	0007/0104/901/1
17/07/15	1810703	3,50	1	0011/0109/3785/3/PR234764_1         0
17/07/15	1810703	4,95	1	0011/0109/3815/6
17/07/15	1810703	4,95	1	0010/0087/9835/1
17/07/15	1810704	3,50	1	0011/0109/3785/2/PR234764_1         0
17/07/15	1810861	5,00	1	0007/0104/890/1
17/07/15	1811567	25,45	1	0007/0104/918/2
17/07/15	1811580	14,95	1	0008/0017/4250/1
17/07/15	1811680	9,95	1	0008/0017/4198/2
17/07/15	1811682	9,95	1	0008/0017/4181/1
17/07/15	1812945	4,00	1	0006/0087/6355/19
17/07/15	1813100	7,95	1	0011/0109/3854/6
17/07/15	1813100	7,95	-1	0001/0027/6766/1
17/07/15	1813100	4,00	1	0002/0027/1342/1/MD 1               0
17/07/15	1813790	3,95	1	0007/0104/954/1
17/07/15	1814847	9,95	1	0007/0104/960/11
17/07/15	1818413	6,95	1	0011/0109/3852/2
17/07/15	1818428	8,53	-1	0001/0027/6738/1
17/07/15	1818429	9,95	1	0007/0104/857/2
17/07/15	1818707	14,95	1	0011/0109/3864/1
17/07/15	1819671	11,95	1	0006/0087/6353/2
17/07/15	1822130	14,95	1	0007/0104/943/1
17/07/15	1828179	14,95	1	0011/0109/3881/26
17/07/15	1828367	7,95	1	0011/0109/3815/3
17/07/15	1828374	6,45	1	0007/0104/921/1
17/07/15	1828374	6,45	1	0008/0017/4238/3
17/07/15	1828382	5,95	1	0008/0017/4215/1
17/07/15	1828385	9,95	1	0010/0087/9822/8
17/07/15	1828920	3,50	1	0007/0104/908/3
17/07/15	1829004	3,95	1	0007/0104/868/1
17/07/15	1829004	3,95	1	0008/0017/4249/3
17/07/15	1829519	19,95	1	0007/0104/898/1
17/07/15	1834033	1,99	1	0007/0104/933/4
17/07/15	1837145	6,95	1	0007/0104/865/4
17/07/15	1837316	2,95	1	0007/0104/927/2
17/07/15	1837581	14,90	1	0010/0087/9838/1
17/07/15	1837581	14,90	1	0011/0109/3863/2
17/07/15	1848214	17,95	1	0008/0017/4263/2
17/07/15	1848571	14,00	1	0008/0017/4230/11
